Month Number,Monitor Number,Species Number,Population,Density,Genetic Diversity,pH Tolerance,Temperature Tolerance
224,A,2,9,2.3635833090166325,0,0,0
224,B,2,0,0,0,0,0
224,C,2,14,3.4201954397394134,0,0,0
224,D,2,22,7.885304659498208,0,0,0
224,E,2,311,79.0008467400508,0,0,0
225,A,2,9,2.3635833090166325,0,0,0
225,B,2,0,0,0,0,0
225,C,2,14,3.4201954397394134,0,0,0
225,D,2,22,7.885304659498208,0,0,0
225,E,2,303,76.96867061812024,0,0,0
226,A,2,9,2.3635833090166325,0,0,0
226,B,2,0,0,0,0,0
226,C,2,13,3.1758957654723123,0,0,0
226,D,2,21,7.526881720430107,0,0,0
226,E,2,279,70.87214225232854,0,0,0
227,A,2,9,2.3635833090166325,0,0,0
227,B,2,0,0,0,0,0
227,C,2,12,2.9315960912052113,0,0,0
227,D,2,20,7.168458781362007,0,0,0
227,E,2,238,60.45723962743438,0,0,0
228,A,2,11,2.888824044353662,0,0,0
228,B,2,1,0.24200053777897282,0,0,0
228,C,2,12,2.9315960912052113,0,0,0
228,D,2,22,7.885304659498208,0,0,0
228,E,2,267,67.82387806943268,0,0,0
229,A,2,11,2.888824044353662,0,0,0
229,B,2,3,0.7260016133369185,0,0,0
229,C,2,13,3.1758957654723123,0,0,0
229,D,2,32,11.469534050179211,0,0,0
229,E,2,340,86.36748518204911,0,0,0
230,A,2,18,4.727166618033265,0,0,0
230,B,2,3,0.7260016133369185,0,0,0
230,C,2,15,3.6644951140065145,0,0,0
230,D,2,36,12.903225806451612,0,0,0
230,E,2,423,107.45131244707875,0,0,0
231,A,2,22,5.777648088707324,0,0,0
231,B,2,6,1.452003226673837,0,0,0
231,C,2,27,6.596091205211726,0,0,0
231,D,2,46,16.487455197132615,0,0,0
231,E,2,551,139.96613039796782,0,0,0
232,A,2,23,6.040268456375839,0,0,0
232,B,2,7,1.6940037644528099,0,0,0
232,C,2,32,7.81758957654723,0,0,0
232,D,2,59,21.14695340501792,0,0,0
232,E,2,708,179.84758679085522,0,0,0
233,A,2,29,7.615990662386927,0,0,0
233,B,2,7,1.6940037644528099,0,0,0
233,C,2,33,8.061889250814332,0,0,0
233,D,2,63,22.580645161290324,0,0,0
233,E,2,713,181.11769686706182,0,0,0
234,A,2,28,7.353370294718412,0,0,0
234,B,2,6,1.452003226673837,0,0,0
234,C,2,33,8.061889250814332,0,0,0
234,D,2,59,21.14695340501792,0,0,0
234,E,2,634,161.04995766299746,0,0,0
235,A,2,24,6.302888824044353,0,0,0
235,B,2,6,1.452003226673837,0,0,0
235,C,2,29,7.0846905537459275,0,0,0
235,D,2,57,20.43010752688172,0,0,0
235,E,2,580,147.33276883996612,0,0,0
END SIM
224,A,2,43,11.292675809746132,0,0,0
224,B,2,1,0.24200053777897282,0,0,0
224,C,2,0,0,0,0,0
224,D,2,1,0.35842293906810035,0,0,0
224,E,2,228,57.91701947502117,0,0,0
225,A,2,43,11.292675809746132,0,0,0
225,B,2,1,0.24200053777897282,0,0,0
225,C,2,0,0,0,0,0
225,D,2,0,0,0,0,0
225,E,2,221,56.13886536833192,0,0,0
226,A,2,43,11.292675809746132,0,0,0
226,B,2,1,0.24200053777897282,0,0,0
226,C,2,0,0,0,0,0
226,D,2,0,0,0,0,0
226,E,2,211,53.598645215918715,0,0,0
