Month Number,Monitor Number,Species Number,Population,Density,Genetic Diversity,pH Tolerance,Temperature Tolerance
1,0,1,50,13.131018383425737,0,0,5
1,1,1,1,0.24200053777897282,0,0,5
1,2,1,269,65.71661237785015,0,0,5
1,3,1,2,0.7168458781362007,0,0,5
1,4,1,4271,1084.9280270956817,0,0,5
2,0,1,50,13.131018383425737,0,0,5
2,1,1,1,0.24200053777897282,0,0,5
2,2,1,269,65.71661237785015,0,0,5
2,3,1,2,0.7168458781362007,0,0,5
2,4,1,4271,1084.9280270956817,0,0,5
3,0,1,49,12.868398015757222,0,0,5
3,1,1,1,0.24200053777897282,0,0,5
3,2,1,266,64.98371335504885,0,0,5
3,3,1,3,1.075268817204301,0,0,5
3,4,1,4047,1028.0270956816257,0,0,5
4,0,1,47,12.343157280420192,0,0,5
4,1,1,1,0.24200053777897282,0,0,5
4,2,1,244,59.609120521172635,0,0,5
4,3,1,3,1.075268817204301,0,0,5
4,4,1,3678,934.2929720575784,0,0,5
5,0,1,53,13.91887948643128,0,0,5
5,1,1,2,0.48400107555794564,0,0,5
5,2,1,294,71.82410423452768,0,0,5
5,3,1,4,1.4336917562724014,0,0,5
5,4,1,4529,1150.4657070279425,0,0,5
6,0,1,63,16.545083163116427,0,0,5
6,1,1,3,0.7260016133369185,0,0,5
6,2,1,383,93.56677524429966,0,0,5
6,3,1,4,1.4336917562724014,0,0,5
6,4,1,5431,1379.593564775614,0,0,5
7,0,1,78,20.48438867814415,0,0,5
7,1,1,4,0.9680021511158913,0,0,5
7,2,1,506,123.61563517915309,0,0,5
7,3,1,5,1.7921146953405018,0,0,5
7,4,1,6378,1620.152413209145,0,0,5
8,0,1,107,28.100379340531077,0,0,5
8,1,1,5,1.210002688894864,0,0,5
8,2,1,663,161.97068403908793,0,0,5
8,3,1,8,2.867383512544803,0,0,5
8,4,1,8375,2127.434377646063,0,0,5
9,0,1,142,37.29209220892909,0,0,5
9,1,1,10,2.420005377789728,0,0,5
9,2,1,845,206.4332247557003,0,0,5
9,3,1,8,2.867383512544803,0,0,5
9,4,1,10211,2593.818797629128,0,0,5
10,0,1,146,38.34257367960315,0,0,5
10,1,1,10,2.420005377789728,0,0,5
10,2,1,873,213.27361563517914,0,0,5
10,3,1,9,3.225806451612903,0,0,5
10,4,1,10342,2627.095681625741,0,0,5
11,0,1,135,35.45374963524949,0,0,5
11,1,1,5,1.210002688894864,0,0,5
11,2,1,831,203.0130293159609,0,0,5
11,3,1,10,3.5842293906810037,0,0,5
11,4,1,9543,2424.1320914479256,0,0,5
