Month Number,Monitor Number,Species Number,Population,Density,Genetic Diversity,pH Tolerance,Temperature Tolerance
1,0,1,1,0.2626203676685147,0,0,5
1,1,1,0,0,0,0,5
1,2,1,29,7.0846905537459275,0,0,5
1,3,1,0,0,0,0,5
1,4,1,317,80.52497883149873,0,0,5
2,0,1,1,0.2626203676685147,0,0,5
2,1,1,0,0,0,0,5
2,2,1,29,7.0846905537459275,0,0,5
2,3,1,0,0,0,0,5
2,4,1,317,80.52497883149873,0,0,5
3,0,1,0,0,0,0,5
3,1,1,0,0,0,0,5
3,2,1,24,5.8631921824104225,0,0,5
3,3,1,0,0,0,0,5
3,4,1,296,75.190516511431,0,0,5
4,0,1,0,0,0,0,5
4,1,1,0,0,0,0,5
4,2,1,22,5.374592833876221,0,0,5
4,3,1,0,0,0,0,5
4,4,1,257,65.28365791701948,0,0,5
5,0,1,0,0,0,0,5
5,1,1,0,0,0,0,5
5,2,1,28,6.840390879478827,0,0,5
5,3,1,0,0,0,0,5
5,4,1,357,90.68585944115156,0,0,5
6,0,1,0,0,0,0,5
6,1,1,0,0,0,0,5
6,2,1,34,8.306188925081432,0,0,5
6,3,1,0,0,0,0,5
6,4,1,451,114.56392887383574,0,0,5
7,0,1,0,0,0,0,5
7,1,1,0,0,0,0,5
7,2,1,52,12.70358306188925,0,0,5
7,3,1,0,0,0,0,5
7,4,1,577,146.57070279424218,0,0,5
8,0,1,0,0,0,0,5
8,1,1,0,0,0,0,5
8,2,1,75,18.322475570032573,0,0,5
8,3,1,1,0.35842293906810035,0,0,5
8,4,1,748,190.00846740050804,0,0,5
9,0,1,1,0.2626203676685147,0,0,5
9,1,1,0,0,0,0,5
9,2,1,90,21.986970684039086,0,0,5
9,3,1,1,0.35842293906810035,0,0,5
9,4,1,923,234.4623200677392,0,0,5
10,0,1,1,0.2626203676685147,0,0,5
10,1,1,0,0,0,0,5
10,2,1,91,22.231270358306187,0,0,5
10,3,1,1,0.35842293906810035,0,0,5
10,4,1,929,235.98645215918714,0,0,5
11,0,1,3,0.7878611030055441,0,0,5
11,1,1,0,0,0,0,5
11,2,1,84,20.52117263843648,0,0,5
11,3,1,1,0.35842293906810035,0,0,5
11,4,1,833,211.60033869602032,0,0,5
