Month Number,Monitor Number,Species Number,Population,Density,Genetic Diversity,pH Tolerance,Temperature Tolerance
1,0,1,1,0.2626203676685147,0,0,0
1,1,1,0,0,0,0,0
1,2,1,28,6.840390879478827,0,0,0
1,3,1,0,0,0,0,0
1,4,1,160,40.64352243861135,0,0,0
2,0,1,1,0.2626203676685147,0,0,0
2,1,1,0,0,0,0,0
2,2,1,28,6.840390879478827,0,0,0
2,3,1,0,0,0,0,0
2,4,1,160,40.64352243861135,0,0,0
3,0,1,1,0.2626203676685147,0,0,0
3,1,1,0,0,0,0,0
3,2,1,26,6.351791530944625,0,0,0
3,3,1,0,0,0,0,0
3,4,1,146,37.087214225232856,0,0,0
4,0,1,0,0,0,0,0
4,1,1,0,0,0,0,0
4,2,1,23,5.618892508143322,0,0,0
4,3,1,0,0,0,0,0
4,4,1,135,34.292972057578325,0,0,0
5,0,1,0,0,0,0,0
5,1,1,0,0,0,0,0
5,2,1,28,6.840390879478827,0,0,0
5,3,1,0,0,0,0,0
5,4,1,175,44.45385266723116,0,0,0
6,0,1,0,0,0,0,0
6,1,1,0,0,0,0,0
6,2,1,40,9.771986970684038,0,0,0
6,3,1,1,0.35842293906810035,0,0,0
6,4,1,213,54.10668924640136,0,0,0
7,0,1,0,0,0,0,0
7,1,1,0,0,0,0,0
7,2,1,52,12.70358306188925,0,0,0
7,3,1,0,0,0,0,0
7,4,1,283,71.88823031329382,0,0,0
8,0,1,0,0,0,0,0
8,1,1,0,0,0,0,0
8,2,1,79,19.299674267100976,0,0,0
8,3,1,0,0,0,0,0
8,4,1,340,86.36748518204911,0,0,0
9,0,1,0,0,0,0,0
9,1,1,0,0,0,0,0
9,2,1,95,23.20846905537459,0,0,0
9,3,1,3,1.075268817204301,0,0,0
9,4,1,397,100.8467400508044,0,0,0
10,0,1,1,0.2626203676685147,0,0,0
10,1,1,0,0,0,0,0
10,2,1,98,23.941368078175895,0,0,0
10,3,1,2,0.7168458781362007,0,0,0
10,4,1,400,101.60880609652837,0,0,0
11,0,1,1,0.2626203676685147,0,0,0
11,1,1,0,0,0,0,0
11,2,1,95,23.20846905537459,0,0,0
11,3,1,1,0.35842293906810035,0,0,0
11,4,1,349,88.653683319221,0,0,0
